,correct,subject,block,block_difficulty,block_value_level,block_stimulus_type,block_ntrials_phase1,block_ntrials_phase2,trial_difficulty,trial_value_chosen,trial_number
8164,1,16,6,6,28,1,18,10,6,28,7.0
8165,1,16,6,6,28,1,18,10,6,28,8.0
8209,1,16,7,3,23,0,18,5,9,29,0.0
8210,1,16,7,3,23,0,18,5,3,26,1.0
8211,0,16,7,3,23,0,18,5,6,20,2.0
8212,0,16,7,3,23,0,18,5,6,23,3.0
8213,1,16,7,3,23,0,18,5,3,23,4.0
8247,0,16,8,6,18,0,9,10,6,18,0.0
8248,1,16,8,6,18,0,9,10,6,30,1.0
8249,1,16,8,6,18,0,9,10,18,30,2.0
8250,0,16,8,6,18,0,9,10,6,24,3.0
8251,1,16,8,6,18,0,9,10,18,30,4.0
8252,1,16,8,6,18,0,9,10,18,30,5.0
8253,1,16,8,6,18,0,9,10,6,30,6.0
8254,1,16,8,6,18,0,9,10,6,30,7.0
8255,0,16,8,6,18,0,9,10,18,12,8.0
8256,1,16,8,6,18,0,9,10,12,30,9.0
8326,1,16,10,3,18,0,9,15,3,21,0.0
8327,0,16,10,3,18,0,9,15,6,18,1.0
8328,0,16,10,3,18,0,9,15,3,15,2.0
8329,0,16,10,3,18,0,9,15,9,15,3.0
8330,0,16,10,3,18,0,9,15,9,15,4.0
8331,0,16,10,3,18,0,9,15,3,15,5.0
8332,0,16,10,3,18,0,9,15,6,15,6.0
8333,0,16,10,3,18,0,9,15,6,18,7.0
8334,0,16,10,3,18,0,9,15,9,15,8.0
8335,0,16,10,3,18,0,9,15,6,15,9.0
8336,0,16,10,3,18,0,9,15,6,18,10.0
8337,0,16,10,3,18,0,9,15,9,15,11.0
8338,0,16,10,3,18,0,9,15,9,15,12.0
8339,0,16,10,3,18,0,9,15,3,18,13.0
8340,1,16,10,3,18,0,9,15,3,18,14.0
8373,1,17,0,6,28,1,9,5,6,28,0.0
8374,0,17,0,6,28,1,9,5,12,28,1.0
8375,0,17,0,6,28,1,9,5,6,22,2.0
8376,0,17,0,6,28,1,9,5,6,34,3.0
8377,1,17,0,6,28,1,9,5,12,34,4.0
8420,0,17,1,3,23,0,9,5,6,20,0.0
8421,1,17,1,3,23,0,9,5,3,29,1.0
8423,0,17,1,3,23,0,9,5,3,23,3.0
8424,0,17,1,3,23,0,9,5,3,20,4.0
8471,0,17,2,3,18,1,18,10,3,21,0.0
8472,0,17,2,3,18,1,18,10,6,18,1.0
8473,1,17,2,3,18,1,18,10,3,18,2.0
8474,0,17,2,3,18,1,18,10,6,18,3.0
8475,0,17,2,3,18,1,18,10,6,18,4.0
8476,1,17,2,3,18,1,18,10,6,21,5.0
8477,1,17,2,3,18,1,18,10,6,21,6.0
8478,1,17,2,3,18,1,18,10,6,24,7.0
8479,1,17,2,3,18,1,18,10,3,18,8.0
8480,1,17,2,3,18,1,18,10,9,24,9.0
8504,1,17,3,6,23,0,9,5,6,23,0.0
8506,1,17,3,6,23,0,9,5,6,23,2.0
8507,1,17,3,6,23,0,9,5,12,35,3.0
8508,1,17,3,6,23,0,9,5,6,35,4.0
8555,1,17,4,3,28,0,18,10,3,34,0.0
8556,0,17,4,3,28,0,18,10,6,25,1.0
8557,0,17,4,3,28,0,18,10,6,25,2.0
8558,1,17,4,3,28,0,18,10,3,31,3.0
8559,0,17,4,3,28,0,18,10,9,25,4.0
8560,0,17,4,3,28,0,18,10,9,25,5.0
8561,0,17,4,3,28,0,18,10,3,25,6.0
8562,1,17,4,3,28,0,18,10,3,34,7.0
8563,1,17,4,3,28,0,18,10,9,34,8.0
8564,0,17,4,3,28,0,18,10,6,28,9.0
8599,1,17,5,6,18,1,15,15,6,30,0.0
8600,0,17,5,6,18,1,15,15,12,12,1.0
8601,0,17,5,6,18,1,15,15,6,24,2.0
8602,1,17,5,6,18,1,15,15,6,24,3.0
8603,0,17,5,6,18,1,15,15,6,12,4.0
8604,1,17,5,6,18,1,15,15,12,24,5.0
8607,1,17,5,6,18,1,15,15,18,30,8.0
8608,1,17,5,6,18,1,15,15,12,24,9.0
8609,1,17,5,6,18,1,15,15,12,30,10.0
8610,1,17,5,6,18,1,15,15,6,24,11.0
8612,1,17,5,6,18,1,15,15,6,30,13.0
8613,1,17,5,6,18,1,15,15,6,30,14.0
8643,1,17,6,6,23,0,12,10,12,29,0.0
8644,0,17,6,6,23,0,12,10,12,23,1.0
8645,0,17,6,6,23,0,12,10,6,17,2.0
8646,1,17,6,6,23,0,12,10,18,35,3.0
8647,0,17,6,6,23,0,12,10,12,23,4.0
8649,1,17,6,6,23,0,12,10,18,35,6.0
8650,1,17,6,6,23,0,12,10,12,29,7.0
8651,0,17,6,6,23,0,12,10,6,23,8.0
8652,1,17,6,6,23,0,12,10,6,35,9.0
8693,1,17,7,3,28,1,15,15,6,34,0.0
8694,1,17,7,3,28,1,15,15,6,34,1.0
8695,0,17,7,3,28,1,15,15,3,25,2.0
8696,1,17,7,3,28,1,15,15,3,28,3.0
8697,1,17,7,3,28,1,15,15,6,31,4.0
8698,1,17,7,3,28,1,15,15,9,34,5.0
8699,0,17,7,3,28,1,15,15,3,25,6.0
8700,0,17,7,3,28,1,15,15,3,28,7.0
8701,1,17,7,3,28,1,15,15,3,31,8.0
8702,0,17,7,3,28,1,15,15,3,25,9.0
8703,1,17,7,3,28,1,15,15,6,31,10.0
8704,1,17,7,3,28,1,15,15,6,31,11.0
8705,1,17,7,3,28,1,15,15,9,34,12.0
8706,0,17,7,3,28,1,15,15,3,28,13.0
8707,1,17,7,3,28,1,15,15,6,34,14.0
8784,1,17,9,6,23,1,12,15,6,23,0.0
8785,1,17,9,6,23,1,12,15,12,35,1.0
8786,0,17,9,6,23,1,12,15,6,29,2.0
8787,1,17,9,6,23,1,12,15,12,35,3.0
8788,1,17,9,6,23,1,12,15,6,23,4.0
8789,1,17,9,6,23,1,12,15,12,29,5.0
8790,1,17,9,6,23,1,12,15,6,35,6.0
8791,0,17,9,6,23,1,12,15,6,29,7.0
8792,1,17,9,6,23,1,12,15,6,35,8.0
8793,1,17,9,6,23,1,12,15,6,35,9.0
8794,1,17,9,6,23,1,12,15,12,35,10.0
8795,1,17,9,6,23,1,12,15,12,29,11.0
8796,0,17,9,6,23,1,12,15,6,29,12.0
8797,1,17,9,6,23,1,12,15,12,29,13.0
8798,1,17,9,6,23,1,12,15,6,23,14.0
8900,1,18,1,3,28,1,12,10,3,31,0.0
8901,0,18,1,3,28,1,12,10,9,25,1.0
8902,0,18,1,3,28,1,12,10,6,28,2.0
8903,0,18,1,3,28,1,12,10,3,31,3.0
8904,1,18,1,3,28,1,12,10,3,31,4.0
8905,1,18,1,3,28,1,12,10,6,31,5.0
8906,0,18,1,3,28,1,12,10,3,25,6.0
8907,0,18,1,3,28,1,12,10,3,25,7.0
8908,1,18,1,3,28,1,12,10,6,31,8.0
8909,1,18,1,3,28,1,12,10,3,31,9.0
8944,1,18,2,3,18,0,9,15,6,24,0.0
8945,1,18,2,3,18,0,9,15,3,24,1.0
8946,1,18,2,3,18,0,9,15,9,24,2.0
8948,1,18,2,3,18,0,9,15,3,24,4.0
8949,1,18,2,3,18,0,9,15,3,18,5.0
8950,1,18,2,3,18,0,9,15,3,18,6.0
8951,1,18,2,3,18,0,9,15,6,21,7.0
8952,1,18,2,3,18,0,9,15,6,24,8.0
8953,1,18,2,3,18,0,9,15,9,24,9.0
8954,1,18,2,3,18,0,9,15,9,24,10.0
8955,0,18,2,3,18,0,9,15,3,18,11.0
8956,1,18,2,3,18,0,9,15,6,21,12.0
8957,1,18,2,3,18,0,9,15,6,24,13.0
8996,1,18,3,6,23,1,9,5,18,35,0.0
8997,1,18,3,6,23,1,9,5,12,29,1.0
8998,1,18,3,6,23,1,9,5,6,23,2.0
8999,1,18,3,6,23,1,9,5,12,29,3.0
9000,1,18,3,6,23,1,9,5,6,29,4.0
9079,0,18,5,6,28,0,18,15,6,28,0.0
9080,1,18,5,6,28,0,18,15,18,40,1.0
9081,1,18,5,6,28,0,18,15,12,40,2.0
9082,1,18,5,6,28,0,18,15,18,40,3.0
9083,1,18,5,6,28,0,18,15,18,40,4.0
9084,1,18,5,6,28,0,18,15,6,40,5.0
9085,1,18,5,6,28,0,18,15,6,28,6.0
9086,1,18,5,6,28,0,18,15,12,34,7.0
9087,0,18,5,6,28,0,18,15,6,28,8.0
9088,1,18,5,6,28,0,18,15,18,40,9.0
9090,1,18,5,6,28,0,18,15,12,40,11.0
9091,1,18,5,6,28,0,18,15,6,40,12.0
9092,1,18,5,6,28,0,18,15,12,40,13.0
9093,1,18,5,6,28,0,18,15,18,40,14.0
9123,1,18,6,6,18,1,15,10,6,24,0.0
9124,1,18,6,6,18,1,15,10,6,24,1.0
9125,1,18,6,6,18,1,15,10,6,24,2.0
9126,0,18,6,6,18,1,15,10,6,24,3.0
9127,1,18,6,6,18,1,15,10,6,24,4.0
9128,1,18,6,6,18,1,15,10,18,30,5.0
9129,0,18,6,6,18,1,15,10,6,24,6.0
9130,1,18,6,6,18,1,15,10,12,24,7.0
9131,1,18,6,6,18,1,15,10,12,24,8.0
9132,1,18,6,6,18,1,15,10,12,30,9.0
9173,1,18,7,3,28,0,18,10,6,31,0.0
9174,0,18,7,3,28,0,18,10,3,31,1.0
9175,0,18,7,3,28,0,18,10,6,28,2.0
9176,1,18,7,3,28,0,18,10,3,28,3.0
9177,1,18,7,3,28,0,18,10,3,31,4.0
9178,1,18,7,3,28,0,18,10,3,28,5.0
9179,0,18,7,3,28,0,18,10,9,25,6.0
9180,1,18,7,3,28,0,18,10,9,34,7.0
9181,1,18,7,3,28,0,18,10,9,34,8.0
9182,1,18,7,3,28,0,18,10,6,31,9.0
9222,1,18,8,6,23,0,15,15,12,29,0.0
9223,1,18,8,6,23,0,15,15,6,29,1.0
9224,1,18,8,6,23,0,15,15,6,29,2.0
9225,0,18,8,6,23,0,15,15,6,29,3.0
9226,1,18,8,6,23,0,15,15,18,35,4.0
9227,1,18,8,6,23,0,15,15,6,23,5.0
9229,1,18,8,6,23,0,15,15,6,23,7.0
9230,1,18,8,6,23,0,15,15,6,23,8.0
9231,1,18,8,6,23,0,15,15,18,35,9.0
9232,1,18,8,6,23,0,15,15,12,29,10.0
9233,0,18,8,6,23,0,15,15,12,23,11.0
9235,0,18,8,6,23,0,15,15,6,29,13.0
9236,1,18,8,6,23,0,15,15,6,29,14.0
9276,1,18,9,3,18,1,12,5,6,24,0.0
9277,1,18,9,3,18,1,12,5,9,24,1.0
9278,0,18,9,3,18,1,12,5,3,21,2.0
9279,0,18,9,3,18,1,12,5,3,15,3.0
9280,1,18,9,3,18,1,12,5,6,24,4.0
9324,1,18,10,6,28,1,18,5,18,40,0.0
9325,1,18,10,6,28,1,18,5,12,40,1.0
9326,1,18,10,6,28,1,18,5,6,28,2.0
9327,1,18,10,6,28,1,18,5,12,34,3.0
9328,1,18,10,6,28,1,18,5,12,40,4.0
9366,0,19,0,6,23,1,18,15,6,23,0.0
9367,1,19,0,6,23,1,18,15,6,29,1.0
9368,1,19,0,6,23,1,18,15,18,35,2.0
9369,1,19,0,6,23,1,18,15,12,35,3.0
9370,0,19,0,6,23,1,18,15,6,17,4.0
9371,0,19,0,6,23,1,18,15,12,17,5.0
9372,1,19,0,6,23,1,18,15,6,29,6.0
9373,1,19,0,6,23,1,18,15,6,23,7.0
9374,1,19,0,6,23,1,18,15,6,29,8.0
9375,1,19,0,6,23,1,18,15,6,35,9.0
9376,1,19,0,6,23,1,18,15,12,35,10.0
9377,1,19,0,6,23,1,18,15,12,35,11.0
9379,1,19,0,6,23,1,18,15,12,35,13.0
9414,1,19,1,3,28,0,9,10,3,34,0.0
9415,1,19,1,3,28,0,9,10,3,34,1.0
9416,0,19,1,3,28,0,9,10,3,25,2.0
9417,0,19,1,3,28,0,9,10,6,25,3.0
9418,1,19,1,3,28,0,9,10,6,34,4.0
9419,0,19,1,3,28,0,9,10,3,28,5.0
9420,1,19,1,3,28,0,9,10,3,34,6.0
9421,1,19,1,3,28,0,9,10,3,31,7.0
9422,1,19,1,3,28,0,9,10,3,31,8.0
9423,1,19,1,3,28,0,9,10,3,34,9.0
9464,1,19,2,6,18,1,12,10,6,24,0.0
9465,1,19,2,6,18,1,12,10,6,30,1.0
9466,1,19,2,6,18,1,12,10,18,30,2.0
9468,1,19,2,6,18,1,12,10,12,30,4.0
9469,1,19,2,6,18,1,12,10,12,24,5.0
9470,1,19,2,6,18,1,12,10,6,18,6.0
9471,1,19,2,6,18,1,12,10,6,24,7.0
9472,1,19,2,6,18,1,12,10,6,30,8.0
9473,1,19,2,6,18,1,12,10,18,30,9.0
9512,1,19,3,3,18,0,18,15,3,18,0.0
9513,1,19,3,3,18,0,18,15,9,24,1.0
9514,1,19,3,3,18,0,18,15,3,18,2.0
9515,1,19,3,3,18,0,18,15,6,21,3.0
9516,1,19,3,3,18,0,18,15,6,21,4.0
9517,0,19,3,3,18,0,18,15,3,21,5.0
9518,1,19,3,3,18,0,18,15,3,18,6.0
9519,1,19,3,3,18,0,18,15,6,24,7.0
9520,1,19,3,3,18,0,18,15,3,21,8.0
9521,1,19,3,3,18,0,18,15,9,24,9.0
9522,1,19,3,3,18,0,18,15,3,18,10.0
9523,1,19,3,3,18,0,18,15,6,24,11.0
9524,1,19,3,3,18,0,18,15,6,21,12.0
9525,1,19,3,3,18,0,18,15,9,24,13.0
9526,1,19,3,3,18,0,18,15,9,24,14.0
9559,0,19,4,6,28,0,12,5,6,28,1.0
9560,1,19,4,6,28,0,12,5,12,40,2.0
9561,0,19,4,6,28,0,12,5,6,28,3.0
9562,1,19,4,6,28,0,12,5,12,34,4.0
9600,1,19,5,3,23,1,12,5,6,26,0.0
9601,1,19,5,3,23,1,12,5,9,29,1.0
9602,1,19,5,3,23,1,12,5,6,29,2.0
9604,0,19,5,3,23,1,12,5,3,23,4.0
9645,0,19,6,6,23,0,15,10,12,17,0.0
9646,1,19,6,6,23,0,15,10,18,35,1.0
9647,1,19,6,6,23,0,15,10,18,35,2.0
9648,1,19,6,6,23,0,15,10,18,35,3.0
9649,0,19,6,6,23,0,15,10,12,17,4.0
9650,1,19,6,6,23,0,15,10,12,35,5.0
9651,1,19,6,6,23,0,15,10,6,35,6.0
9652,1,19,6,6,23,0,15,10,6,23,7.0
9653,1,19,6,6,23,0,15,10,6,35,8.0
9654,1,19,6,6,23,0,15,10,12,35,9.0
9732,1,19,8,6,18,1,18,15,6,18,0.0
9733,1,19,8,6,18,1,18,15,12,24,1.0
9734,1,19,8,6,18,1,18,15,6,18,2.0
9735,1,19,8,6,18,1,18,15,6,18,3.0
9736,1,19,8,6,18,1,18,15,6,18,4.0
9737,1,19,8,6,18,1,18,15,18,30,5.0
9738,1,19,8,6,18,1,18,15,12,30,6.0
9739,1,19,8,6,18,1,18,15,18,30,7.0
9740,1,19,8,6,18,1,18,15,18,30,8.0
9741,1,19,8,6,18,1,18,15,6,24,9.0
9742,1,19,8,6,18,1,18,15,12,24,10.0
9743,1,19,8,6,18,1,18,15,18,30,11.0
9744,1,19,8,6,18,1,18,15,18,30,12.0
9745,1,19,8,6,18,1,18,15,6,24,13.0
9746,1,19,8,6,18,1,18,15,6,24,14.0
9819,1,19,10,6,28,0,15,5,6,28,1.0
9820,1,19,10,6,28,0,15,5,6,40,2.0
9821,0,19,10,6,28,0,15,5,6,28,3.0
9822,1,19,10,6,28,0,15,5,6,40,4.0
9852,1,20,0,6,23,1,12,5,6,23,0.0
9853,1,20,0,6,23,1,12,5,12,35,1.0
9854,0,20,0,6,23,1,12,5,6,23,2.0
9855,1,20,0,6,23,1,12,5,12,35,3.0
9856,1,20,0,6,23,1,12,5,18,35,4.0
9899,1,20,1,3,28,0,12,15,3,28,0.0
9900,1,20,1,3,28,0,12,15,9,34,1.0
9901,1,20,1,3,28,0,12,15,3,34,2.0
9902,1,20,1,3,28,0,12,15,3,31,3.0
9903,1,20,1,3,28,0,12,15,3,34,4.0
9904,0,20,1,3,28,0,12,15,6,25,5.0
9905,1,20,1,3,28,0,12,15,9,34,6.0
9906,1,20,1,3,28,0,12,15,6,31,7.0
9907,1,20,1,3,28,0,12,15,6,34,8.0
9908,1,20,1,3,28,0,12,15,3,28,9.0
9909,1,20,1,3,28,0,12,15,3,31,10.0
9910,1,20,1,3,28,0,12,15,6,31,11.0
9912,1,20,1,3,28,0,12,15,3,34,13.0
9913,1,20,1,3,28,0,12,15,9,34,14.0
9954,1,20,2,3,18,0,15,15,3,18,0.0
9955,1,20,2,3,18,0,15,15,3,21,1.0
9956,1,20,2,3,18,0,15,15,3,18,2.0
9957,0,20,2,3,18,0,15,15,3,18,3.0
9958,1,20,2,3,18,0,15,15,3,21,4.0
9959,1,20,2,3,18,0,15,15,6,21,5.0
9960,1,20,2,3,18,0,15,15,6,21,6.0
9961,1,20,2,3,18,0,15,15,6,21,7.0
9962,1,20,2,3,18,0,15,15,3,21,8.0
9963,1,20,2,3,18,0,15,15,3,24,9.0
9964,0,20,2,3,18,0,15,15,3,21,10.0
9965,0,20,2,3,18,0,15,15,3,18,11.0
9967,0,20,2,3,18,0,15,15,3,21,13.0
9968,1,20,2,3,18,0,15,15,9,24,14.0
10004,1,20,3,6,28,1,18,10,6,28,0.0
10005,1,20,3,6,28,1,18,10,12,40,1.0
10006,1,20,3,6,28,1,18,10,18,40,2.0
10007,1,20,3,6,28,1,18,10,12,40,3.0
10008,1,20,3,6,28,1,18,10,12,40,4.0
10009,1,20,3,6,28,1,18,10,12,34,5.0
10010,1,20,3,6,28,1,18,10,12,34,6.0
10011,0,20,3,6,28,1,18,10,6,34,7.0
10012,0,20,3,6,28,1,18,10,6,34,8.0
10013,1,20,3,6,28,1,18,10,6,40,9.0
10037,0,20,4,3,23,0,9,15,3,20,0.0
10038,1,20,4,3,23,0,9,15,6,29,1.0
10039,1,20,4,3,23,0,9,15,6,26,2.0
10040,0,20,4,3,23,0,9,15,6,20,3.0
10041,0,20,4,3,23,0,9,15,3,20,4.0
10042,1,20,4,3,23,0,9,15,6,29,5.0
10043,0,20,4,3,23,0,9,15,6,20,6.0
10044,1,20,4,3,23,0,9,15,3,29,7.0
10045,1,20,4,3,23,0,9,15,3,26,8.0
10046,1,20,4,3,23,0,9,15,3,26,9.0
10047,1,20,4,3,23,0,9,15,3,26,10.0
10048,1,20,4,3,23,0,9,15,9,29,11.0
10049,1,20,4,3,23,0,9,15,9,29,12.0
10050,0,20,4,3,23,0,9,15,3,23,13.0
10051,1,20,4,3,23,0,9,15,6,29,14.0
10141,1,20,6,6,28,1,18,5,6,34,1.0
10142,1,20,6,6,28,1,18,5,12,34,2.0
10143,1,20,6,6,28,1,18,5,6,28,3.0
10144,1,20,6,6,28,1,18,5,18,40,4.0
10173,1,20,7,3,23,0,9,5,6,29,0.0
10174,1,20,7,3,23,0,9,5,6,29,1.0
10175,0,20,7,3,23,0,9,5,3,23,2.0
10176,0,20,7,3,23,0,9,5,3,20,3.0
10177,0,20,7,3,23,0,9,5,9,20,4.0
10215,0,20,8,3,18,1,9,10,6,18,0.0
10216,0,20,8,3,18,1,9,10,3,21,1.0
10218,1,20,8,3,18,1,9,10,3,24,3.0
10219,0,20,8,3,18,1,9,10,6,18,4.0
10220,1,20,8,3,18,1,9,10,9,24,5.0
10221,1,20,8,3,18,1,9,10,3,18,6.0
10222,0,20,8,3,18,1,9,10,3,18,7.0
10223,0,20,8,3,18,1,9,10,3,21,8.0
10224,1,20,8,3,18,1,9,10,3,24,9.0
10271,1,20,9,6,18,0,18,10,12,24,0.0
10272,1,20,9,6,18,0,18,10,6,18,1.0
10273,1,20,9,6,18,0,18,10,12,30,2.0
10274,1,20,9,6,18,0,18,10,18,30,3.0
10275,1,20,9,6,18,0,18,10,12,24,4.0
10276,1,20,9,6,18,0,18,10,18,30,5.0
10277,1,20,9,6,18,0,18,10,12,24,6.0
10278,1,20,9,6,18,0,18,10,18,30,7.0
10279,0,20,9,6,18,0,18,10,6,18,8.0
10280,1,20,9,6,18,0,18,10,12,24,9.0
10349,1,21,0,6,28,1,12,10,12,34,0.0
10350,0,21,0,6,28,1,12,10,12,28,1.0
10351,1,21,0,6,28,1,12,10,18,40,2.0
10352,1,21,0,6,28,1,12,10,6,28,3.0
10353,1,21,0,6,28,1,12,10,6,40,4.0
10354,0,21,0,6,28,1,12,10,12,28,5.0
10355,0,21,0,6,28,1,12,10,6,28,6.0
10356,1,21,0,6,28,1,12,10,18,40,7.0
10357,1,21,0,6,28,1,12,10,6,40,8.0
10358,0,21,0,6,28,1,12,10,12,22,9.0
10398,0,21,1,3,18,0,9,15,9,15,0.0
10399,1,21,1,3,18,0,9,15,3,18,1.0
10400,1,21,1,3,18,0,9,15,3,24,2.0
10401,1,21,1,3,18,0,9,15,3,18,3.0
10402,0,21,1,3,18,0,9,15,3,15,4.0
10405,1,21,1,3,18,0,9,15,3,18,7.0
10406,1,21,1,3,18,0,9,15,9,24,8.0
10407,1,21,1,3,18,0,9,15,3,24,9.0
10408,0,21,1,3,18,0,9,15,3,18,10.0
10409,0,21,1,3,18,0,9,15,6,18,11.0
10411,0,21,1,3,18,0,9,15,3,18,13.0
10412,1,21,1,3,18,0,9,15,3,21,14.0
10453,1,21,2,3,23,1,12,5,3,29,0.0
10454,0,21,2,3,23,1,12,5,3,23,1.0
10455,1,21,2,3,23,1,12,5,3,29,2.0
10456,1,21,2,3,23,1,12,5,6,26,3.0
10457,1,21,2,3,23,1,12,5,3,23,4.0
10535,1,21,4,6,18,0,15,15,6,24,0.0
10536,1,21,4,6,18,0,15,15,12,30,1.0
10537,1,21,4,6,18,0,15,15,6,24,2.0
10538,0,21,4,6,18,0,15,15,6,12,3.0
10539,1,21,4,6,18,0,15,15,12,24,4.0
10540,1,21,4,6,18,0,15,15,6,30,5.0
10541,1,21,4,6,18,0,15,15,6,24,6.0
10542,1,21,4,6,18,0,15,15,6,30,7.0
10543,1,21,4,6,18,0,15,15,12,24,8.0
10544,1,21,4,6,18,0,15,15,6,30,9.0
10545,1,21,4,6,18,0,15,15,12,30,10.0
10546,1,21,4,6,18,0,15,15,6,18,11.0
10547,1,21,4,6,18,0,15,15,6,30,12.0
10548,1,21,4,6,18,0,15,15,12,24,13.0
10549,1,21,4,6,18,0,15,15,12,24,14.0
10576,0,21,5,3,28,1,9,5,6,28,0.0
10577,0,21,5,3,28,1,9,5,6,28,1.0
10578,0,21,5,3,28,1,9,5,6,25,2.0
10579,1,21,5,3,28,1,9,5,3,31,3.0
10580,0,21,5,3,28,1,9,5,3,31,4.0
10627,0,21,6,3,23,1,18,5,3,26,0.0
10629,1,21,6,3,23,1,18,5,9,29,2.0
10630,1,21,6,3,23,1,18,5,6,29,3.0
10631,0,21,6,3,23,1,18,5,3,20,4.0
10670,1,21,7,6,18,0,18,10,12,30,1.0
10671,0,21,7,6,18,0,18,10,12,12,2.0
10672,0,21,7,6,18,0,18,10,6,12,3.0
10673,0,21,7,6,18,0,18,10,6,12,4.0
10674,0,21,7,6,18,0,18,10,6,24,5.0
10675,1,21,7,6,18,0,18,10,6,24,6.0
10676,1,21,7,6,18,0,18,10,12,24,7.0
10677,0,21,7,6,18,0,18,10,6,12,8.0
10678,1,21,7,6,18,0,18,10,6,24,9.0
10707,1,21,8,6,28,0,9,15,18,40,0.0
10708,0,21,8,6,28,0,9,15,6,28,1.0
10709,0,21,8,6,28,0,9,15,6,28,2.0
10710,0,21,8,6,28,0,9,15,12,22,3.0
10711,0,21,8,6,28,0,9,15,12,28,4.0
10712,1,21,8,6,28,0,9,15,6,40,5.0
10713,0,21,8,6,28,0,9,15,12,28,6.0
10714,1,21,8,6,28,0,9,15,12,34,7.0
10715,1,21,8,6,28,0,9,15,12,40,8.0
10716,0,21,8,6,28,0,9,15,6,34,9.0
10717,0,21,8,6,28,0,9,15,6,28,10.0
10718,0,21,8,6,28,0,9,15,18,22,11.0
10719,0,21,8,6,28,0,9,15,6,22,12.0
10720,1,21,8,6,28,0,9,15,12,40,13.0
10721,1,21,8,6,28,0,9,15,12,34,14.0
10763,0,21,9,3,23,1,12,10,3,26,1.0
10764,1,21,9,3,23,1,12,10,3,29,2.0
10765,0,21,9,3,23,1,12,10,3,20,3.0
10766,0,21,9,3,23,1,12,10,9,20,4.0
10767,1,21,9,3,23,1,12,10,3,29,5.0
10768,1,21,9,3,23,1,12,10,6,26,6.0
10769,0,21,9,3,23,1,12,10,9,20,7.0
10770,0,21,9,3,23,1,12,10,6,23,8.0
10771,0,21,9,3,23,1,12,10,9,20,9.0
10865,1,22,1,3,18,0,9,5,3,21,0.0
10866,0,22,1,3,18,0,9,5,3,21,1.0
10867,1,22,1,3,18,0,9,5,6,24,2.0
10868,1,22,1,3,18,0,9,5,6,24,3.0
10869,1,22,1,3,18,0,9,5,6,21,4.0
10911,0,22,2,3,23,1,18,10,9,20,0.0
10912,1,22,2,3,23,1,18,10,3,23,1.0
10913,1,22,2,3,23,1,18,10,9,29,2.0
10914,1,22,2,3,23,1,18,10,9,29,3.0
10915,1,22,2,3,23,1,18,10,6,26,4.0
10916,0,22,2,3,23,1,18,10,3,20,5.0
10917,0,22,2,3,23,1,18,10,9,20,6.0
10918,0,22,2,3,23,1,18,10,3,26,7.0
10919,0,22,2,3,23,1,18,10,3,26,8.0
10920,0,22,2,3,23,1,18,10,6,20,9.0
10958,0,22,3,6,18,0,18,5,6,24,0.0
10959,1,22,3,6,18,0,18,5,6,18,1.0
10961,1,22,3,6,18,0,18,5,6,18,3.0
10962,1,22,3,6,18,0,18,5,12,24,4.0
11034,0,22,5,3,23,1,15,10,6,20,0.0
11035,1,22,5,3,23,1,15,10,9,29,1.0
11036,1,22,5,3,23,1,15,10,3,29,2.0
11037,1,22,5,3,23,1,15,10,6,29,3.0
11038,1,22,5,3,23,1,15,10,6,26,4.0
11040,1,22,5,3,23,1,15,10,9,29,6.0
11041,0,22,5,3,23,1,15,10,3,23,7.0
11042,1,22,5,3,23,1,15,10,3,23,8.0
11043,1,22,5,3,23,1,15,10,3,23,9.0
11075,1,22,6,6,23,1,9,5,12,35,0.0
11076,1,22,6,6,23,1,9,5,18,35,1.0
11077,1,22,6,6,23,1,9,5,6,35,2.0
11078,1,22,6,6,23,1,9,5,6,35,3.0
11079,1,22,6,6,23,1,9,5,18,35,4.0
11123,0,22,7,3,28,0,15,15,9,25,0.0
11126,1,22,7,3,28,0,15,15,6,34,3.0
11127,1,22,7,3,28,0,15,15,6,34,4.0
11128,0,22,7,3,28,0,15,15,3,31,5.0
11129,0,22,7,3,28,0,15,15,9,25,6.0
11130,0,22,7,3,28,0,15,15,3,25,7.0
11132,1,22,7,3,28,0,15,15,6,31,9.0
11133,1,22,7,3,28,0,15,15,3,31,10.0
11134,0,22,7,3,28,0,15,15,3,25,11.0
11135,1,22,7,3,28,0,15,15,6,31,12.0
11136,1,22,7,3,28,0,15,15,6,31,13.0
11137,1,22,7,3,28,0,15,15,3,31,14.0
11176,1,22,8,3,18,0,15,15,9,24,1.0
11177,1,22,8,3,18,0,15,15,6,21,2.0
11178,1,22,8,3,18,0,15,15,6,24,3.0
11179,1,22,8,3,18,0,15,15,3,24,4.0
11181,1,22,8,3,18,0,15,15,6,24,6.0
11182,1,22,8,3,18,0,15,15,3,24,7.0
11183,1,22,8,3,18,0,15,15,3,18,8.0
11184,1,22,8,3,18,0,15,15,3,18,9.0
11185,1,22,8,3,18,0,15,15,6,21,10.0
11186,1,22,8,3,18,0,15,15,3,18,11.0
11187,1,22,8,3,18,0,15,15,3,18,12.0
11188,1,22,8,3,18,0,15,15,9,24,13.0
11189,1,22,8,3,18,0,15,15,3,18,14.0
11224,1,22,9,6,18,1,12,15,12,30,0.0
11225,1,22,9,6,18,1,12,15,6,30,1.0
