,correct,subject,block,block_difficulty,block_value_level,block_stimulus_type,block_ntrials_phase1,block_ntrials_phase2,trial_difficulty,trial_value_chosen,trial_number
4356,1,8,9,3,28,1,15,10,6,31,17
4357,1,8,9,3,28,1,15,10,9,34,18
4359,1,8,9,3,28,1,15,10,6,31,20
4360,1,8,9,3,28,1,15,10,3,31,21
4361,1,8,9,3,28,1,15,10,6,34,22
4363,1,8,9,3,28,1,15,10,6,34,24
4364,1,8,9,3,28,1,15,10,6,31,25
4371,1,8,10,6,18,1,12,15,12,30,0
4372,0,8,10,6,18,1,12,15,6,18,1
4373,1,8,10,6,18,1,12,15,12,24,2
4374,0,8,10,6,18,1,12,15,12,12,3
4376,1,8,10,6,18,1,12,15,6,30,5
4377,1,8,10,6,18,1,12,15,18,30,6
4379,1,8,10,6,18,1,12,15,12,24,8
4380,1,8,10,6,18,1,12,15,6,30,9
4409,1,8,10,6,18,1,12,15,6,18,13
4411,1,8,10,6,18,1,12,15,12,30,15
4412,1,8,10,6,18,1,12,15,6,30,16
4414,0,8,10,6,18,1,12,15,12,12,18
4415,0,8,10,6,18,1,12,15,6,18,19
4417,1,8,10,6,18,1,12,15,12,24,21
4419,1,8,10,6,18,1,12,15,12,24,23
4420,1,8,10,6,18,1,12,15,6,24,24
4421,1,8,10,6,18,1,12,15,18,30,25
4428,0,9,0,3,23,1,15,5,3,20,0
4429,1,9,0,3,23,1,15,5,3,26,1
4430,1,9,0,3,23,1,15,5,6,26,2
4431,0,9,0,3,23,1,15,5,9,20,3
4433,0,9,0,3,23,1,15,5,9,20,5
4434,0,9,0,3,23,1,15,5,6,20,6
4435,0,9,0,3,23,1,15,5,3,20,7
4437,0,9,0,3,23,1,15,5,3,23,9
4439,1,9,0,3,23,1,15,5,3,26,11
4440,0,9,0,3,23,1,15,5,3,26,12
4442,0,9,0,3,23,1,15,5,3,26,14
4459,0,9,0,3,23,1,15,5,9,20,16
4461,1,9,0,3,23,1,15,5,3,26,18
4465,0,9,0,3,23,1,15,5,3,20,22
4466,0,9,0,3,23,1,15,5,3,20,23
4467,1,9,0,3,23,1,15,5,9,29,24
4469,1,9,0,3,23,1,15,5,3,29,26
4475,0,9,1,6,28,0,12,0,6,22,0
4476,1,9,1,6,28,0,12,0,12,40,1
4477,1,9,1,6,28,0,12,0,18,40,2
4478,1,9,1,6,28,0,12,0,6,40,3
4480,1,9,1,6,28,0,12,0,6,40,5
4482,1,9,1,6,28,0,12,0,6,28,7
4483,1,9,1,6,28,0,12,0,12,40,8
4484,0,9,1,6,28,0,12,0,6,34,9
4495,1,9,1,6,28,0,12,0,12,34,15
4496,1,9,1,6,28,0,12,0,12,40,16
4498,1,9,1,6,28,0,12,0,6,40,18
4499,1,9,1,6,28,0,12,0,18,40,19
4502,1,9,1,6,28,0,12,0,6,28,22
4503,1,9,1,6,28,0,12,0,6,28,23
4504,1,9,1,6,28,0,12,0,12,34,24
4506,1,9,1,6,28,0,12,0,18,40,26
4512,1,9,2,6,18,1,15,5,18,30,0
4513,1,9,2,6,18,1,15,5,12,24,1
4514,0,9,2,6,18,1,15,5,12,18,2
4516,1,9,2,6,18,1,15,5,6,24,4
4518,0,9,2,6,18,1,15,5,6,12,6
4520,0,9,2,6,18,1,15,5,6,24,8
4521,0,9,2,6,18,1,15,5,12,18,9
4523,1,9,2,6,18,1,15,5,6,24,11
4524,0,9,2,6,18,1,15,5,6,24,12
4533,1,9,2,6,18,1,15,5,18,30,16
4535,1,9,2,6,18,1,15,5,6,30,18
4536,1,9,2,6,18,1,15,5,12,24,19
4539,1,9,2,6,18,1,15,5,6,24,22
4540,1,9,2,6,18,1,15,5,6,24,23
4541,1,9,2,6,18,1,15,5,12,30,24
4543,1,9,2,6,18,1,15,5,6,18,26
4549,0,9,3,3,23,0,12,0,3,23,0
4550,0,9,3,3,23,0,12,0,9,20,1
4551,1,9,3,3,23,0,12,0,6,26,2
4552,0,9,3,3,23,0,12,0,3,26,3
4554,0,9,3,3,23,0,12,0,3,23,5
4555,0,9,3,3,23,0,12,0,6,23,6
4556,1,9,3,3,23,0,12,0,3,29,7
4558,0,9,3,3,23,0,12,0,6,20,9
4560,1,9,3,3,23,0,12,0,9,29,11
4562,0,9,3,3,23,0,12,0,9,20,13
4564,0,9,3,3,23,0,12,0,3,20,15
4565,1,9,3,3,23,0,12,0,3,26,16
4567,0,9,3,3,23,0,12,0,6,20,18
4568,0,9,3,3,23,0,12,0,6,20,19
4570,1,9,3,3,23,0,12,0,6,29,21
4571,0,9,3,3,23,0,12,0,3,23,22
4573,1,9,3,3,23,0,12,0,3,29,24
4575,0,9,3,3,23,0,12,0,3,23,26
4582,1,9,4,3,28,1,18,10,6,34,1
4583,0,9,4,3,28,1,18,10,6,25,2
4585,0,9,4,3,28,1,18,10,3,28,4
4586,1,9,4,3,28,1,18,10,9,34,5
4587,0,9,4,3,28,1,18,10,6,28,6
4589,1,9,4,3,28,1,18,10,3,31,8
4591,1,9,4,3,28,1,18,10,3,31,10
4592,0,9,4,3,28,1,18,10,6,28,11
4593,0,9,4,3,28,1,18,10,3,31,12
4594,0,9,4,3,28,1,18,10,6,28,13
4596,1,9,4,3,28,1,18,10,9,34,15
4620,1,9,4,3,28,1,18,10,3,31,19
4623,1,9,4,3,28,1,18,10,3,28,22
4624,1,9,4,3,28,1,18,10,6,34,23
4626,1,9,4,3,28,1,18,10,3,28,25
4627,1,9,4,3,28,1,18,10,3,28,26
4633,0,9,5,6,18,0,9,15,18,12,0
4634,0,9,5,6,18,0,9,15,6,18,1
4635,0,9,5,6,18,0,9,15,6,24,2
4636,1,9,5,6,18,0,9,15,12,24,3
4638,1,9,5,6,18,0,9,15,6,24,5
4639,1,9,5,6,18,0,9,15,6,30,6
4640,1,9,5,6,18,0,9,15,18,30,7
4663,1,9,5,6,18,0,9,15,12,24,10
4665,1,9,5,6,18,0,9,15,6,24,12
4667,1,9,5,6,18,0,9,15,6,24,14
4668,1,9,5,6,18,0,9,15,12,30,15
4670,1,9,5,6,18,0,9,15,6,30,17
4673,1,9,5,6,18,0,9,15,12,30,20
4674,1,9,5,6,18,0,9,15,6,18,21
4676,1,9,5,6,18,0,9,15,12,24,23
4677,1,9,5,6,18,0,9,15,18,30,24
4679,1,9,5,6,18,0,9,15,6,30,26
4685,1,9,6,6,18,0,15,5,18,30,0
4686,0,9,6,6,18,0,15,5,18,12,1
4687,1,9,6,6,18,0,15,5,6,24,2
4689,1,9,6,6,18,0,15,5,12,24,4
4690,0,9,6,6,18,0,15,5,6,12,5
4692,1,9,6,6,18,0,15,5,6,18,7
4693,1,9,6,6,18,0,15,5,6,24,8
4694,1,9,6,6,18,0,15,5,18,30,9
4696,1,9,6,6,18,0,15,5,6,24,11
4699,1,9,6,6,18,0,15,5,6,30,14
4712,1,9,6,6,18,0,15,5,12,24,17
4713,1,9,6,6,18,0,15,5,12,24,18
4714,1,9,6,6,18,0,15,5,6,18,19
4716,1,9,6,6,18,0,15,5,6,18,21
4718,1,9,6,6,18,0,15,5,12,30,23
4719,1,9,6,6,18,0,15,5,18,30,24
4720,1,9,6,6,18,0,15,5,6,24,25
4727,1,9,7,3,23,1,12,15,6,29,0
4728,0,9,7,3,23,1,12,15,3,26,1
4729,1,9,7,3,23,1,12,15,3,23,2
4731,1,9,7,3,23,1,12,15,9,29,4
4732,0,9,7,3,23,1,12,15,3,26,5
4733,1,9,7,3,23,1,12,15,6,29,6
4734,0,9,7,3,23,1,12,15,9,20,7
4736,1,9,7,3,23,1,12,15,9,29,9
4737,1,9,7,3,23,1,12,15,6,29,10
4765,1,9,7,3,23,1,12,15,6,29,13
4767,1,9,7,3,23,1,12,15,9,29,15
4769,1,9,7,3,23,1,12,15,6,26,17
4770,1,9,7,3,23,1,12,15,9,29,18
4772,1,9,7,3,23,1,12,15,3,26,20
4773,0,9,7,3,23,1,12,15,3,26,21
4775,1,9,7,3,23,1,12,15,6,26,23
4776,1,9,7,3,23,1,12,15,3,29,24
4778,1,9,7,3,23,1,12,15,3,29,26
4784,1,9,8,6,28,0,18,10,12,34,0
4785,1,9,8,6,28,0,18,10,12,34,1
4786,1,9,8,6,28,0,18,10,6,34,2
4787,1,9,8,6,28,0,18,10,12,40,3
4789,1,9,8,6,28,0,18,10,6,40,5
4790,1,9,8,6,28,0,18,10,12,40,6
4791,1,9,8,6,28,0,18,10,6,34,7
4794,1,9,8,6,28,0,18,10,6,40,10
4795,1,9,8,6,28,0,18,10,6,28,11
4796,1,9,8,6,28,0,18,10,6,40,12
4798,1,9,8,6,28,0,18,10,12,34,14
4799,1,9,8,6,28,0,18,10,18,40,15
4800,1,9,8,6,28,0,18,10,12,40,16
4813,1,9,8,6,28,0,18,10,6,40,19
4815,1,9,8,6,28,0,18,10,6,40,21
4816,1,9,8,6,28,0,18,10,12,40,22
4818,1,9,8,6,28,0,18,10,6,34,24
4820,1,9,8,6,28,0,18,10,6,28,26
4826,1,9,9,3,23,1,9,15,3,26,0
4827,0,9,9,3,23,1,9,15,3,26,1
4828,0,9,9,3,23,1,9,15,3,20,2
4829,0,9,9,3,23,1,9,15,6,23,3
4831,1,9,9,3,23,1,9,15,3,23,5
4832,1,9,9,3,23,1,9,15,3,26,6
4852,1,9,9,3,23,1,9,15,6,26,11
4853,1,9,9,3,23,1,9,15,9,29,12
4855,1,9,9,3,23,1,9,15,3,26,14
4856,1,9,9,3,23,1,9,15,6,26,15
4858,1,9,9,3,23,1,9,15,9,29,17
4859,1,9,9,3,23,1,9,15,9,29,18
4860,1,9,9,3,23,1,9,15,6,29,19
4863,1,9,9,3,23,1,9,15,3,26,22
4864,1,9,9,3,23,1,9,15,6,26,23
4866,1,9,9,3,23,1,9,15,3,23,25
4873,1,9,10,6,28,0,18,10,12,34,0
4874,0,9,10,6,28,0,18,10,6,22,1
4875,1,9,10,6,28,0,18,10,18,40,2
4877,1,9,10,6,28,0,18,10,12,34,4
4878,1,9,10,6,28,0,18,10,12,40,5
4880,0,9,10,6,28,0,18,10,6,34,7
4881,1,9,10,6,28,0,18,10,6,28,8
4882,0,9,10,6,28,0,18,10,18,22,9
4884,1,9,10,6,28,0,18,10,12,34,11
4885,1,9,10,6,28,0,18,10,18,40,12
4886,1,9,10,6,28,0,18,10,6,28,13
4888,1,9,10,6,28,0,18,10,12,34,15
4889,1,9,10,6,28,0,18,10,12,34,16
4907,1,9,10,6,28,0,18,10,18,40,19
4911,1,9,10,6,28,0,18,10,6,34,23
4913,1,9,10,6,28,0,18,10,6,34,25
4914,1,9,10,6,28,0,18,10,18,40,26
4920,1,10,0,6,28,1,12,5,12,34,0
4921,0,10,0,6,28,1,12,5,6,22,1
4922,1,10,0,6,28,1,12,5,18,40,2
4923,0,10,0,6,28,1,12,5,6,22,3
4925,0,10,0,6,28,1,12,5,6,34,5
4926,1,10,0,6,28,1,12,5,18,40,6
4927,0,10,0,6,28,1,12,5,6,22,7
4929,1,10,0,6,28,1,12,5,6,40,9
4949,1,10,0,6,28,1,12,5,18,40,14
4950,1,10,0,6,28,1,12,5,6,28,15
4952,1,10,0,6,28,1,12,5,6,34,17
4954,1,10,0,6,28,1,12,5,6,34,19
4956,1,10,0,6,28,1,12,5,12,34,21
4957,1,10,0,6,28,1,12,5,18,40,22
4959,1,10,0,6,28,1,12,5,12,34,24
4961,1,10,0,6,28,1,12,5,12,40,26
4967,1,10,1,3,18,0,9,15,6,21,0
4968,0,10,1,3,18,0,9,15,3,18,1
4969,1,10,1,3,18,0,9,15,6,24,2
4970,1,10,1,3,18,0,9,15,6,21,3
4972,1,10,1,3,18,0,9,15,3,24,5
4973,0,10,1,3,18,0,9,15,6,18,6
4974,1,10,1,3,18,0,9,15,6,21,7
4998,1,10,1,3,18,0,9,15,6,21,11
4999,1,10,1,3,18,0,9,15,6,21,12
5001,1,10,1,3,18,0,9,15,6,24,14
5002,0,10,1,3,18,0,9,15,3,18,15
5004,1,10,1,3,18,0,9,15,9,24,17
5005,1,10,1,3,18,0,9,15,3,18,18
5007,1,10,1,3,18,0,9,15,6,24,20
5008,1,10,1,3,18,0,9,15,9,24,21
5009,0,10,1,3,18,0,9,15,3,18,22
5013,1,10,1,3,18,0,9,15,9,24,26
5019,0,10,2,6,23,0,15,10,18,17,0
5020,1,10,2,6,23,0,15,10,12,35,1
5021,1,10,2,6,23,0,15,10,6,23,2
5022,1,10,2,6,23,0,15,10,6,29,3
5023,0,10,2,6,23,0,15,10,6,23,4
5026,0,10,2,6,23,0,15,10,12,17,7
5027,1,10,2,6,23,0,15,10,12,35,8
5028,1,10,2,6,23,0,15,10,18,35,9
5030,1,10,2,6,23,0,15,10,12,35,11
5031,1,10,2,6,23,0,15,10,12,35,12
5032,0,10,2,6,23,0,15,10,12,17,13
5056,1,10,2,6,23,0,15,10,6,29,17
5058,1,10,2,6,23,0,15,10,6,35,19
5059,1,10,2,6,23,0,15,10,6,29,20
5062,1,10,2,6,23,0,15,10,12,35,23
5063,1,10,2,6,23,0,15,10,12,35,24
5065,1,10,2,6,23,0,15,10,18,35,26
5071,0,10,3,3,28,1,18,15,9,25,0
5072,1,10,3,3,28,1,18,15,6,34,1
5073,1,10,3,3,28,1,18,15,9,34,2
5074,1,10,3,3,28,1,18,15,3,31,3
5075,1,10,3,3,28,1,18,15,3,34,4
5078,1,10,3,3,28,1,18,15,3,34,7
5079,1,10,3,3,28,1,18,15,6,34,8
5081,1,10,3,3,28,1,18,15,3,34,10
5082,1,10,3,3,28,1,18,15,6,34,11
5083,1,10,3,3,28,1,18,15,6,34,12
5085,1,10,3,3,28,1,18,15,3,34,14
5088,1,10,3,3,28,1,18,15,3,31,17
5116,1,10,3,3,28,1,18,15,6,31,20
5118,0,10,3,3,28,1,18,15,3,25,22
5119,0,10,3,3,28,1,18,15,3,25,23
5121,1,10,3,3,28,1,18,15,3,31,25
5122,1,10,3,3,28,1,18,15,9,34,26
5128,1,10,4,3,18,1,15,5,3,18,0
5129,1,10,4,3,18,1,15,5,6,24,1
5130,0,10,4,3,18,1,15,5,6,15,2
5131,0,10,4,3,18,1,15,5,3,18,3
5132,1,10,4,3,18,1,15,5,6,24,4
5134,1,10,4,3,18,1,15,5,3,18,6
5136,1,10,4,3,18,1,15,5,3,18,8
5138,0,10,4,3,18,1,15,5,3,21,10
5139,1,10,4,3,18,1,15,5,3,24,11
5140,1,10,4,3,18,1,15,5,3,18,12
5141,0,10,4,3,18,1,15,5,6,15,13
5154,0,10,4,3,18,1,15,5,3,15,16
5157,1,10,4,3,18,1,15,5,3,21,19
5158,0,10,4,3,18,1,15,5,6,18,20
5159,1,10,4,3,18,1,15,5,6,24,21
5160,1,10,4,3,18,1,15,5,6,21,22
5163,1,10,4,3,18,1,15,5,9,24,25
5164,1,10,4,3,18,1,15,5,3,21,26
5170,0,10,5,6,23,0,12,10,6,29,0
5171,1,10,5,6,23,0,12,10,6,23,1
5172,0,10,5,6,23,0,12,10,12,17,2
5173,1,10,5,6,23,0,12,10,6,23,3
5175,1,10,5,6,23,0,12,10,18,35,5
5177,1,10,5,6,23,0,12,10,12,29,7
5178,1,10,5,6,23,0,12,10,6,35,8
5179,1,10,5,6,23,0,12,10,12,35,9
5193,1,10,5,6,23,0,12,10,6,35,13
5195,1,10,5,6,23,0,12,10,12,35,15
5197,1,10,5,6,23,0,12,10,6,35,17
5198,1,10,5,6,23,0,12,10,6,29,18
5200,1,10,5,6,23,0,12,10,12,29,20
5202,1,10,5,6,23,0,12,10,18,35,22
5203,1,10,5,6,23,0,12,10,6,29,23
5206,1,10,5,6,23,0,12,10,6,29,26
5212,1,10,6,6,28,1,18,5,6,40,0
5213,1,10,6,6,28,1,18,5,18,40,1
5214,0,10,6,6,28,1,18,5,12,28,2
5215,1,10,6,6,28,1,18,5,6,34,3
5217,1,10,6,6,28,1,18,5,18,40,5
5218,0,10,6,6,28,1,18,5,6,22,6
5219,1,10,6,6,28,1,18,5,6,34,7
5222,1,10,6,6,28,1,18,5,12,34,10
5224,1,10,6,6,28,1,18,5,6,34,12
5226,1,10,6,6,28,1,18,5,12,34,14
5227,1,10,6,6,28,1,18,5,12,34,15
5237,1,10,6,6,28,1,18,5,12,40,20
5238,1,10,6,6,28,1,18,5,6,40,21
5239,1,10,6,6,28,1,18,5,18,40,22
5241,1,10,6,6,28,1,18,5,18,40,24
5242,1,10,6,6,28,1,18,5,6,40,25
5249,1,10,7,3,23,0,15,0,6,26,0
5250,1,10,7,3,23,0,15,0,3,29,1
5251,0,10,7,3,23,0,15,0,3,23,2
5252,0,10,7,3,23,0,15,0,6,20,3
5254,1,10,7,3,23,0,15,0,6,29,5
5255,1,10,7,3,23,0,15,0,3,29,6
5257,1,10,7,3,23,0,15,0,3,26,8
5258,1,10,7,3,23,0,15,0,9,29,9
5259,1,10,7,3,23,0,15,0,6,29,10
5261,1,10,7,3,23,0,15,0,3,26,12
5262,1,10,7,3,23,0,15,0,3,26,13
5266,0,10,7,3,23,0,15,0,3,20,17
5268,1,10,7,3,23,0,15,0,3,29,19
5270,1,10,7,3,23,0,15,0,3,26,21
5272,1,10,7,3,23,0,15,0,9,29,23
5273,1,10,7,3,23,0,15,0,6,26,24
5274,1,10,7,3,23,0,15,0,3,29,25
5281,1,10,8,3,18,1,12,0,3,21,0
5282,1,10,8,3,18,1,12,0,9,24,1
5283,0,10,8,3,18,1,12,0,9,15,2
5284,1,10,8,3,18,1,12,0,3,18,3
5286,1,10,8,3,18,1,12,0,6,21,5
5287,0,10,8,3,18,1,12,0,3,21,6
5289,1,10,8,3,18,1,12,0,3,18,8
5290,1,10,8,3,18,1,12,0,3,18,9
5291,1,10,8,3,18,1,12,0,6,21,10
5300,1,10,8,3,18,1,12,0,6,21,14
5301,1,10,8,3,18,1,12,0,3,18,15
5303,1,10,8,3,18,1,12,0,3,24,17
5304,1,10,8,3,18,1,12,0,6,21,18
5306,1,10,8,3,18,1,12,0,6,21,20
5307,1,10,8,3,18,1,12,0,3,18,21
5309,1,10,8,3,18,1,12,0,3,24,23
5310,1,10,8,3,18,1,12,0,6,24,24
5312,1,10,8,3,18,1,12,0,6,24,26
5318,0,10,9,6,28,0,9,15,18,22,0
5319,1,10,9,6,28,0,9,15,12,40,1
5320,1,10,9,6,28,0,9,15,6,40,2
5321,0,10,9,6,28,0,9,15,6,28,3
5323,1,10,9,6,28,0,9,15,18,40,5
5324,1,10,9,6,28,0,9,15,6,28,6
5344,1,10,9,6,28,0,9,15,12,40,11
5347,1,10,9,6,28,0,9,15,12,40,14
5348,1,10,9,6,28,0,9,15,12,40,15
5350,1,10,9,6,28,0,9,15,6,34,17
5351,1,10,9,6,28,0,9,15,6,40,18
5352,1,10,9,6,28,0,9,15,6,34,19
5355,1,10,9,6,28,0,9,15,18,40,22
5356,1,10,9,6,28,0,9,15,6,40,23
5358,1,10,9,6,28,0,9,15,18,40,25
5359,1,10,9,6,28,0,9,15,18,40,26
5365,1,10,10,3,18,1,18,10,3,18,0
5366,0,10,10,3,18,1,18,10,9,15,1
5367,0,10,10,3,18,1,18,10,3,21,2
5369,0,10,10,3,18,1,18,10,3,18,4
5371,1,10,10,3,18,1,18,10,9,24,6
5372,0,10,10,3,18,1,18,10,6,15,7
5374,1,10,10,3,18,1,18,10,3,24,9
5376,1,10,10,3,18,1,18,10,3,18,11
5378,1,10,10,3,18,1,18,10,3,18,13
5379,0,10,10,3,18,1,18,10,3,18,14
5382,1,10,10,3,18,1,18,10,6,21,17
5400,0,10,10,3,18,1,18,10,3,15,20
5401,0,10,10,3,18,1,18,10,6,18,21
5402,1,10,10,3,18,1,18,10,6,24,22
5404,1,10,10,3,18,1,18,10,3,21,24
5406,1,10,10,3,18,1,18,10,6,24,26
5412,1,11,0,6,28,1,12,15,6,28,0
5413,1,11,0,6,28,1,12,15,6,40,1
5414,1,11,0,6,28,1,12,15,12,40,2
5415,0,11,0,6,28,1,12,15,6,34,3
5417,1,11,0,6,28,1,12,15,18,40,5
5418,1,11,0,6,28,1,12,15,6,28,6
5419,1,11,0,6,28,1,12,15,6,40,7
5421,1,11,0,6,28,1,12,15,12,34,9
5446,1,11,0,6,28,1,12,15,18,40,14
5448,0,11,0,6,28,1,12,15,12,28,16
5451,0,11,0,6,28,1,12,15,12,28,19
5452,1,11,0,6,28,1,12,15,6,34,20
5453,1,11,0,6,28,1,12,15,18,40,21
5455,1,11,0,6,28,1,12,15,12,40,23
5456,1,11,0,6,28,1,12,15,18,40,24
5458,1,11,0,6,28,1,12,15,6,40,26
5464,0,11,1,3,18,0,18,0,6,18,0
5465,0,11,1,3,18,0,18,0,6,18,1
5466,0,11,1,3,18,0,18,0,3,15,2
5468,0,11,1,3,18,0,18,0,6,15,4
5469,0,11,1,3,18,0,18,0,3,18,5
5471,1,11,1,3,18,0,18,0,3,24,7
5472,0,11,1,3,18,0,18,0,6,15,8
5473,0,11,1,3,18,0,18,0,3,15,9
5474,0,11,1,3,18,0,18,0,3,15,10
5477,1,11,1,3,18,0,18,0,3,21,13
5478,0,11,1,3,18,0,18,0,6,15,14
5479,1,11,1,3,18,0,18,0,9,24,15
5480,1,11,1,3,18,0,18,0,3,24,16
5483,1,11,1,3,18,0,18,0,6,24,19
5485,1,11,1,3,18,0,18,0,3,21,21
5486,0,11,1,3,18,0,18,0,3,15,22
5488,1,11,1,3,18,0,18,0,6,24,24
5489,1,11,1,3,18,0,18,0,6,24,25
5496,1,11,2,3,23,0,9,15,3,26,0
5497,0,11,2,3,23,0,9,15,6,20,1
5498,1,11,2,3,23,0,9,15,3,29,2
5499,1,11,2,3,23,0,9,15,6,26,3
5501,1,11,2,3,23,0,9,15,6,29,5
5502,0,11,2,3,23,0,9,15,3,23,6
5503,1,11,2,3,23,0,9,15,6,29,7
5532,1,11,2,3,23,0,9,15,6,26,11
5534,1,11,2,3,23,0,9,15,6,26,13
5535,0,11,2,3,23,0,9,15,3,26,14
5536,1,11,2,3,23,0,9,15,3,29,15
5538,1,11,2,3,23,0,9,15,3,23,17
5539,0,11,2,3,23,0,9,15,3,26,18
5540,1,11,2,3,23,0,9,15,3,23,19
5544,1,11,2,3,23,0,9,15,3,29,23
5545,1,11,2,3,23,0,9,15,6,26,24
5547,0,11,2,3,23,0,9,15,3,23,26
5553,0,11,3,6,23,1,12,5,12,17,0
5554,1,11,3,6,23,1,12,5,6,35,1
5555,0,11,3,6,23,1,12,5,18,17,2
5556,1,11,3,6,23,1,12,5,6,23,3
5558,0,11,3,6,23,1,12,5,6,17,5
5559,1,11,3,6,23,1,12,5,18,35,6
5560,1,11,3,6,23,1,12,5,6,35,7
5564,1,11,3,6,23,1,12,5,12,35,11
5571,1,11,3,6,23,1,12,5,18,35,13
5574,1,11,3,6,23,1,12,5,6,35,16
5575,1,11,3,6,23,1,12,5,12,35,17
5576,1,11,3,6,23,1,12,5,6,29,18
5578,1,11,3,6,23,1,12,5,6,29,20
5579,1,11,3,6,23,1,12,5,12,29,21
5580,1,11,3,6,23,1,12,5,18,35,22
5582,1,11,3,6,23,1,12,5,18,35,24
5584,1,11,3,6,23,1,12,5,6,23,26
5590,1,11,4,6,28,0,18,10,6,34,0
5591,0,11,4,6,28,0,18,10,6,34,1
5592,0,11,4,6,28,0,18,10,12,28,2
5594,0,11,4,6,28,0,18,10,12,22,4
5595,1,11,4,6,28,0,18,10,12,34,5
5597,1,11,4,6,28,0,18,10,18,40,7
5598,0,11,4,6,28,0,18,10,6,34,8
5599,1,11,4,6,28,0,18,10,6,34,9
5601,1,11,4,6,28,0,18,10,18,40,11
5602,1,11,4,6,28,0,18,10,6,40,12
5603,1,11,4,6,28,0,18,10,12,34,13
5607,1,11,4,6,28,0,18,10,18,40,17
5624,1,11,4,6,28,0,18,10,6,34,19
5626,1,11,4,6,28,0,18,10,12,40,21
5627,1,11,4,6,28,0,18,10,12,40,22
5630,1,11,4,6,28,0,18,10,6,40,25
5631,1,11,4,6,28,0,18,10,12,34,26
5638,0,11,5,3,18,1,15,5,6,18,1
5639,1,11,5,3,18,1,15,5,3,21,2
5641,0,11,5,3,18,1,15,5,9,15,4
5642,1,11,5,3,18,1,15,5,6,21,5
5643,1,11,5,3,18,1,15,5,3,18,6
5644,0,11,5,3,18,1,15,5,3,18,7
5646,1,11,5,3,18,1,15,5,3,18,9
5647,1,11,5,3,18,1,15,5,9,24,10
5649,1,11,5,3,18,1,15,5,3,21,12
5668,1,11,5,3,18,1,15,5,3,21,16
5671,1,11,5,3,18,1,15,5,3,18,19
5672,1,11,5,3,18,1,15,5,3,24,20
5673,1,11,5,3,18,1,15,5,6,24,21
5674,1,11,5,3,18,1,15,5,6,24,22
5676,1,11,5,3,18,1,15,5,3,18,24
5677,1,11,5,3,18,1,15,5,6,21,25
5684,0,11,6,6,28,1,9,0,18,22,0
5685,0,11,6,6,28,1,9,0,6,34,1
5686,1,11,6,6,28,1,9,0,12,34,2
5687,0,11,6,6,28,1,9,0,12,28,3
5689,0,11,6,6,28,1,9,0,12,28,5
5690,1,11,6,6,28,1,9,0,12,34,6
5691,1,11,6,6,28,1,9,0,18,40,7
5699,0,11,6,6,28,1,9,0,6,28,10
5701,1,11,6,6,28,1,9,0,6,40,12
5702,0,11,6,6,28,1,9,0,6,28,13
5704,1,11,6,6,28,1,9,0,12,34,15
5706,1,11,6,6,28,1,9,0,6,40,17
5708,1,11,6,6,28,1,9,0,6,40,19
5709,0,11,6,6,28,1,9,0,6,28,20
5710,1,11,6,6,28,1,9,0,18,40,21
5714,1,11,6,6,28,1,9,0,18,40,25
5715,1,11,6,6,28,1,9,0,12,40,26
5721,1,11,7,3,18,0,12,10,3,18,0
5722,1,11,7,3,18,0,12,10,6,21,1
5723,1,11,7,3,18,0,12,10,6,24,2
5724,0,11,7,3,18,0,12,10,6,15,3
5726,1,11,7,3,18,0,12,10,9,24,5
5727,0,11,7,3,18,0,12,10,6,15,6
5728,0,11,7,3,18,0,12,10,3,15,7
5730,0,11,7,3,18,0,12,10,6,18,9
5731,1,11,7,3,18,0,12,10,3,18,10
5755,1,11,7,3,18,0,12,10,9,24,14
5756,0,11,7,3,18,0,12,10,3,21,15
5757,1,11,7,3,18,0,12,10,3,21,16
5760,1,11,7,3,18,0,12,10,9,24,19
5761,1,11,7,3,18,0,12,10,3,21,20
5763,0,11,7,3,18,0,12,10,3,15,22
5764,1,11,7,3,18,0,12,10,6,24,23
5766,1,11,7,3,18,0,12,10,3,24,25
5767,1,11,7,3,18,0,12,10,3,18,26
5773,0,11,8,3,23,1,9,10,6,20,0
5774,0,11,8,3,23,1,9,10,6,23,1
5775,1,11,8,3,23,1,9,10,6,26,2
5776,1,11,8,3,23,1,9,10,3,26,3
5778,1,11,8,3,23,1,9,10,3,29,5
5781,1,11,8,3,23,1,9,10,3,23,8
5793,1,11,8,3,23,1,9,10,6,26,10
5796,1,11,8,3,23,1,9,10,9,29,13
5797,1,11,8,3,23,1,9,10,6,26,14
5798,0,11,8,3,23,1,9,10,3,23,15
5799,1,11,8,3,23,1,9,10,6,29,16
5801,0,11,8,3,23,1,9,10,3,26,18
5803,1,11,8,3,23,1,9,10,3,23,20
5805,1,11,8,3,23,1,9,10,3,26,22
5806,1,11,8,3,23,1,9,10,3,29,23
5807,1,11,8,3,23,1,9,10,6,26,24
5808,0,11,8,3,23,1,9,10,3,23,25
5815,0,11,9,6,23,0,15,15,12,23,0
5816,0,11,9,6,23,0,15,15,12,17,1
5817,0,11,9,6,23,0,15,15,18,17,2
5818,1,11,9,6,23,0,15,15,6,23,3
5819,1,11,9,6,23,0,15,15,12,29,4
5822,1,11,9,6,23,0,15,15,18,35,7
5823,0,11,9,6,23,0,15,15,6,29,8
5824,1,11,9,6,23,0,15,15,18,35,9
5826,1,11,9,6,23,0,15,15,12,35,11
5827,1,11,9,6,23,0,15,15,6,23,12
